 +--------------------+
 | Program exercise13 |
 +--------------------+

 ----------------------------------------
         n        1/n**2          error
      4315       1.644702       0.000232
      4316       1.644702       0.000232
      4317       1.644702       0.000232
      4318       1.644703       0.000232
      4319       1.644703       0.000232
      4320       1.644703       0.000231
      4321       1.644703       0.000231
      4322       1.644703       0.000231
      4323       1.644703       0.000231
      4324       1.644703       0.000231
      4325       1.644703       0.000231
      4326       1.644703       0.000231
      4327       1.644703       0.000231
      4328       1.644703       0.000231
      4329       1.644703       0.000231
      4330       1.644703       0.000231
      4331       1.644703       0.000231
      4332       1.644703       0.000231
      4333       1.644703       0.000231
      4334       1.644703       0.000231
      4335       1.644703       0.000231
      4336       1.644703       0.000231
      4337       1.644704       0.000231
      4338       1.644704       0.000230
      4339       1.644704       0.000230
      4340       1.644704       0.000230
      4341       1.644704       0.000230
      4342       1.644704       0.000230
      4343       1.644704       0.000230
      4344       1.644704       0.000230
      4345       1.644704       0.000230
      4346       1.644704       0.000230
      4347       1.644704       0.000230
      4348       1.644704       0.000230
      4349       1.644704       0.000230
      4350       1.644704       0.000230
      4351       1.644704       0.000230
      4352       1.644704       0.000230
      4353       1.644704       0.000230
      4354       1.644704       0.000230
      4355       1.644704       0.000230
      4356       1.644705       0.000230
      4357       1.644705       0.000229
      4358       1.644705       0.000229
      4359       1.644705       0.000229
      4360       1.644705       0.000229
      4361       1.644705       0.000229
      4362       1.644705       0.000229
      4363       1.644705       0.000229
      4364       1.644705       0.000229
      4365       1.644705       0.000229
      4366       1.644705       0.000229
      4367       1.644705       0.000229
      4368       1.644705       0.000229
      4369       1.644705       0.000229
      4370       1.644705       0.000229
      4371       1.644705       0.000229
      4372       1.644705       0.000229
      4373       1.644705       0.000229
      4374       1.644705       0.000229
      4375       1.644706       0.000229
      4376       1.644706       0.000228
      4377       1.644706       0.000228
      4378       1.644706       0.000228
      4379       1.644706       0.000228
      4380       1.644706       0.000228
      4381       1.644706       0.000228
      4382       1.644706       0.000228
      4383       1.644706       0.000228
      4384       1.644706       0.000228
      4385       1.644706       0.000228
      4386       1.644706       0.000228
      4387       1.644706       0.000228
      4388       1.644706       0.000228
      4389       1.644706       0.000228
      4390       1.644706       0.000228
      4391       1.644706       0.000228
      4392       1.644706       0.000228
      4393       1.644706       0.000228
      4394       1.644707       0.000228
      4395       1.644707       0.000228
      4396       1.644707       0.000227
      4397       1.644707       0.000227
      4398       1.644707       0.000227
      4399       1.644707       0.000227
      4400       1.644707       0.000227
      4401       1.644707       0.000227
      4402       1.644707       0.000227
      4403       1.644707       0.000227
      4404       1.644707       0.000227
      4405       1.644707       0.000227
      4406       1.644707       0.000227
      4407       1.644707       0.000227
      4408       1.644707       0.000227
      4409       1.644707       0.000227
      4410       1.644707       0.000227
      4411       1.644707       0.000227
      4412       1.644707       0.000227
      4413       1.644707       0.000227
      4414       1.644708       0.000227
      4415       1.644708       0.000226
      4416       1.644708       0.000226
      4417       1.644708       0.000226
      4418       1.644708       0.000226
      4419       1.644708       0.000226
      4420       1.644708       0.000226
      4421       1.644708       0.000226
      4422       1.644708       0.000226
      4423       1.644708       0.000226
      4424       1.644708       0.000226
      4425       1.644708       0.000226
      4426       1.644708       0.000226
      4427       1.644708       0.000226
      4428       1.644708       0.000226
      4429       1.644708       0.000226
      4430       1.644708       0.000226
      4431       1.644708       0.000226
      4432       1.644708       0.000226
      4433       1.644709       0.000226
      4434       1.644709       0.000226
      4435       1.644709       0.000225
      4436       1.644709       0.000225
      4437       1.644709       0.000225
      4438       1.644709       0.000225
      4439       1.644709       0.000225
      4440       1.644709       0.000225
      4441       1.644709       0.000225
      4442       1.644709       0.000225
      4443       1.644709       0.000225
      4444       1.644709       0.000225
      4445       1.644709       0.000225
      4446       1.644709       0.000225
      4447       1.644709       0.000225
      4448       1.644709       0.000225
      4449       1.644709       0.000225
      4450       1.644709       0.000225
      4451       1.644709       0.000225
      4452       1.644709       0.000225
      4453       1.644710       0.000225
      4454       1.644710       0.000224
      4455       1.644710       0.000224
      4456       1.644710       0.000224
      4457       1.644710       0.000224
      4458       1.644710       0.000224
      4459       1.644710       0.000224
      4460       1.644710       0.000224
      4461       1.644710       0.000224
      4462       1.644710       0.000224
      4463       1.644710       0.000224
      4464       1.644710       0.000224
      4465       1.644710       0.000224
      4466       1.644710       0.000224
      4467       1.644710       0.000224
      4468       1.644710       0.000224
      4469       1.644710       0.000224
      4470       1.644710       0.000224
      4471       1.644710       0.000224
      4472       1.644710       0.000224
      4473       1.644711       0.000224
      4474       1.644711       0.000223
      4475       1.644711       0.000223
      4476       1.644711       0.000223
      4477       1.644711       0.000223
      4478       1.644711       0.000223
      4479       1.644711       0.000223
      4480       1.644711       0.000223
      4481       1.644711       0.000223
      4482       1.644711       0.000223
      4483       1.644711       0.000223
      4484       1.644711       0.000223
      4485       1.644711       0.000223
      4486       1.644711       0.000223
      4487       1.644711       0.000223
      4488       1.644711       0.000223
      4489       1.644711       0.000223
      4490       1.644711       0.000223
      4491       1.644711       0.000223
      4492       1.644711       0.000223
      4493       1.644712       0.000223
      4494       1.644712       0.000222
      4495       1.644712       0.000222
      4496       1.644712       0.000222
      4497       1.644712       0.000222
      4498       1.644712       0.000222
      4499       1.644712       0.000222
      4500       1.644712       0.000222
      4501       1.644712       0.000222
      4502       1.644712       0.000222
      4503       1.644712       0.000222
      4504       1.644712       0.000222
      4505       1.644712       0.000222
      4506       1.644712       0.000222
      4507       1.644712       0.000222
      4508       1.644712       0.000222
      4509       1.644712       0.000222
      4510       1.644712       0.000222
      4511       1.644712       0.000222
      4512       1.644712       0.000222
      4513       1.644713       0.000222
      4514       1.644713       0.000222
      4515       1.644713       0.000221
      4516       1.644713       0.000221
      4517       1.644713       0.000221
      4518       1.644713       0.000221
      4519       1.644713       0.000221
      4520       1.644713       0.000221
      4521       1.644713       0.000221
      4522       1.644713       0.000221
      4523       1.644713       0.000221
      4524       1.644713       0.000221
      4525       1.644713       0.000221
      4526       1.644713       0.000221
      4527       1.644713       0.000221
      4528       1.644713       0.000221
      4529       1.644713       0.000221
      4530       1.644713       0.000221
      4531       1.644713       0.000221
      4532       1.644713       0.000221
      4533       1.644713       0.000221
      4534       1.644714       0.000221
      4535       1.644714       0.000220
      4536       1.644714       0.000220
      4537       1.644714       0.000220
      4538       1.644714       0.000220
      4539       1.644714       0.000220
      4540       1.644714       0.000220
      4541       1.644714       0.000220
      4542       1.644714       0.000220
      4543       1.644714       0.000220
      4544       1.644714       0.000220
      4545       1.644714       0.000220
      4546       1.644714       0.000220
      4547       1.644714       0.000220
      4548       1.644714       0.000220
      4549       1.644714       0.000220
      4550       1.644714       0.000220
      4551       1.644714       0.000220
      4552       1.644714       0.000220
      4553       1.644714       0.000220
      4554       1.644715       0.000220
      4555       1.644715       0.000220
      4556       1.644715       0.000219
      4557       1.644715       0.000219
      4558       1.644715       0.000219
      4559       1.644715       0.000219
      4560       1.644715       0.000219
      4561       1.644715       0.000219
      4562       1.644715       0.000219
      4563       1.644715       0.000219
      4564       1.644715       0.000219
      4565       1.644715       0.000219
      4566       1.644715       0.000219
      4567       1.644715       0.000219
      4568       1.644715       0.000219
      4569       1.644715       0.000219
      4570       1.644715       0.000219
      4571       1.644715       0.000219
      4572       1.644715       0.000219
      4573       1.644715       0.000219
      4574       1.644715       0.000219
      4575       1.644716       0.000219
      4576       1.644716       0.000219
      4577       1.644716       0.000218
      4578       1.644716       0.000218
      4579       1.644716       0.000218
      4580       1.644716       0.000218
      4581       1.644716       0.000218
      4582       1.644716       0.000218
      4583       1.644716       0.000218
      4584       1.644716       0.000218
      4585       1.644716       0.000218
      4586       1.644716       0.000218
      4587       1.644716       0.000218
      4588       1.644716       0.000218
      4589       1.644716       0.000218
      4590       1.644716       0.000218
      4591       1.644716       0.000218
      4592       1.644716       0.000218
      4593       1.644716       0.000218
      4594       1.644716       0.000218
      4595       1.644716       0.000218
      4596       1.644717       0.000218
      4597       1.644717       0.000218
      4598       1.644717       0.000217
      4599       1.644717       0.000217
      4600       1.644717       0.000217
      4601       1.644717       0.000217
      4602       1.644717       0.000217
      4603       1.644717       0.000217
      4604       1.644717       0.000217
      4605       1.644717       0.000217
      4606       1.644717       0.000217
      4607       1.644717       0.000217
      4608       1.644717       0.000217
      4609       1.644717       0.000217
      4610       1.644717       0.000217
      4611       1.644717       0.000217
      4612       1.644717       0.000217
      4613       1.644717       0.000217
      4614       1.644717       0.000217
      4615       1.644717       0.000217
      4616       1.644717       0.000217
      4617       1.644717       0.000217
      4618       1.644718       0.000217
      4619       1.644718       0.000216
      4620       1.644718       0.000216
      4621       1.644718       0.000216
      4622       1.644718       0.000216
      4623       1.644718       0.000216
      4624       1.644718       0.000216
      4625       1.644718       0.000216
      4626       1.644718       0.000216
      4627       1.644718       0.000216
      4628       1.644718       0.000216
      4629       1.644718       0.000216
      4630       1.644718       0.000216
      4631       1.644718       0.000216
      4632       1.644718       0.000216
      4633       1.644718       0.000216
      4634       1.644718       0.000216
      4635       1.644718       0.000216
      4636       1.644718       0.000216
      4637       1.644718       0.000216
      4638       1.644718       0.000216
      4639       1.644719       0.000216
      4640       1.644719       0.000215
      4641       1.644719       0.000215
      4642       1.644719       0.000215
      4643       1.644719       0.000215
      4644       1.644719       0.000215
      4645       1.644719       0.000215
      4646       1.644719       0.000215
      4647       1.644719       0.000215
      4648       1.644719       0.000215
      4649       1.644719       0.000215
      4650       1.644719       0.000215
      4651       1.644719       0.000215
      4652       1.644719       0.000215
      4653       1.644719       0.000215
      4654       1.644719       0.000215
      4655       1.644719       0.000215
      4656       1.644719       0.000215
      4657       1.644719       0.000215
      4658       1.644719       0.000215
      4659       1.644719       0.000215
      4660       1.644719       0.000215
      4661       1.644720       0.000215
      4662       1.644720       0.000214
      4663       1.644720       0.000214
      4664       1.644720       0.000214
      4665       1.644720       0.000214
      4666       1.644720       0.000214
      4667       1.644720       0.000214
      4668       1.644720       0.000214
      4669       1.644720       0.000214
      4670       1.644720       0.000214
      4671       1.644720       0.000214
      4672       1.644720       0.000214
      4673       1.644720       0.000214
      4674       1.644720       0.000214
      4675       1.644720       0.000214
      4676       1.644720       0.000214
      4677       1.644720       0.000214
      4678       1.644720       0.000214
      4679       1.644720       0.000214
      4680       1.644720       0.000214
      4681       1.644720       0.000214
      4682       1.644721       0.000214
      4683       1.644721       0.000214
      4684       1.644721       0.000213
      4685       1.644721       0.000213
      4686       1.644721       0.000213
      4687       1.644721       0.000213
      4688       1.644721       0.000213
      4689       1.644721       0.000213
      4690       1.644721       0.000213
      4691       1.644721       0.000213
      4692       1.644721       0.000213
      4693       1.644721       0.000213
      4694       1.644721       0.000213
      4695       1.644721       0.000213
      4696       1.644721       0.000213
      4697       1.644721       0.000213
      4698       1.644721       0.000213
      4699       1.644721       0.000213
      4700       1.644721       0.000213
      4701       1.644721       0.000213
      4702       1.644721       0.000213
      4703       1.644721       0.000213
      4704       1.644722       0.000213
      4705       1.644722       0.000213
      4706       1.644722       0.000212
      4707       1.644722       0.000212
      4708       1.644722       0.000212
      4709       1.644722       0.000212
      4710       1.644722       0.000212
      4711       1.644722       0.000212
      4712       1.644722       0.000212
      4713       1.644722       0.000212
      4714       1.644722       0.000212
      4715       1.644722       0.000212
      4716       1.644722       0.000212
      4717       1.644722       0.000212
      4718       1.644722       0.000212
      4719       1.644722       0.000212
      4720       1.644722       0.000212
      4721       1.644722       0.000212
      4722       1.644722       0.000212
      4723       1.644722       0.000212
      4724       1.644722       0.000212
      4725       1.644722       0.000212
      4726       1.644722       0.000212
      4727       1.644723       0.000212
      4728       1.644723       0.000211
      4729       1.644723       0.000211
      4730       1.644723       0.000211
      4731       1.644723       0.000211
      4732       1.644723       0.000211
      4733       1.644723       0.000211
      4734       1.644723       0.000211
      4735       1.644723       0.000211
      4736       1.644723       0.000211
      4737       1.644723       0.000211
      4738       1.644723       0.000211
      4739       1.644723       0.000211
      4740       1.644723       0.000211
      4741       1.644723       0.000211
      4742       1.644723       0.000211
      4743       1.644723       0.000211
      4744       1.644723       0.000211
      4745       1.644723       0.000211
      4746       1.644723       0.000211
      4747       1.644723       0.000211
      4748       1.644723       0.000211
      4749       1.644724       0.000211
      4750       1.644724       0.000211
      4751       1.644724       0.000210
      4752       1.644724       0.000210
      4753       1.644724       0.000210
      4754       1.644724       0.000210
      4755       1.644724       0.000210
      4756       1.644724       0.000210
      4757       1.644724       0.000210
      4758       1.644724       0.000210
      4759       1.644724       0.000210
      4760       1.644724       0.000210
      4761       1.644724       0.000210
      4762       1.644724       0.000210
      4763       1.644724       0.000210
      4764       1.644724       0.000210
      4765       1.644724       0.000210
      4766       1.644724       0.000210
      4767       1.644724       0.000210
      4768       1.644724       0.000210
      4769       1.644724       0.000210
      4770       1.644724       0.000210
      4771       1.644724       0.000210
      4772       1.644725       0.000210
      4773       1.644725       0.000209
      4774       1.644725       0.000209
      4775       1.644725       0.000209
      4776       1.644725       0.000209
      4777       1.644725       0.000209
      4778       1.644725       0.000209
      4779       1.644725       0.000209
      4780       1.644725       0.000209
      4781       1.644725       0.000209
      4782       1.644725       0.000209
      4783       1.644725       0.000209
      4784       1.644725       0.000209
      4785       1.644725       0.000209
      4786       1.644725       0.000209
      4787       1.644725       0.000209
      4788       1.644725       0.000209
      4789       1.644725       0.000209
      4790       1.644725       0.000209
      4791       1.644725       0.000209
      4792       1.644725       0.000209
      4793       1.644725       0.000209
      4794       1.644725       0.000209
      4795       1.644726       0.000209
      4796       1.644726       0.000208
      4797       1.644726       0.000208
      4798       1.644726       0.000208
      4799       1.644726       0.000208
      4800       1.644726       0.000208
      4801       1.644726       0.000208
      4802       1.644726       0.000208
      4803       1.644726       0.000208
      4804       1.644726       0.000208
      4805       1.644726       0.000208
      4806       1.644726       0.000208
      4807       1.644726       0.000208
      4808       1.644726       0.000208
      4809       1.644726       0.000208
      4810       1.644726       0.000208
      4811       1.644726       0.000208
      4812       1.644726       0.000208
      4813       1.644726       0.000208
      4814       1.644726       0.000208
      4815       1.644726       0.000208
      4816       1.644726       0.000208
      4817       1.644726       0.000208
      4818       1.644727       0.000208
      4819       1.644727       0.000207
      4820       1.644727       0.000207
      4821       1.644727       0.000207
      4822       1.644727       0.000207
      4823       1.644727       0.000207
      4824       1.644727       0.000207
      4825       1.644727       0.000207
      4826       1.644727       0.000207
      4827       1.644727       0.000207
      4828       1.644727       0.000207
      4829       1.644727       0.000207
      4830       1.644727       0.000207
      4831       1.644727       0.000207
      4832       1.644727       0.000207
      4833       1.644727       0.000207
      4834       1.644727       0.000207
      4835       1.644727       0.000207
      4836       1.644727       0.000207
      4837       1.644727       0.000207
      4838       1.644727       0.000207
      4839       1.644727       0.000207
      4840       1.644727       0.000207
      4841       1.644728       0.000207
      4842       1.644728       0.000207
      4843       1.644728       0.000206
      4844       1.644728       0.000206
      4845       1.644728       0.000206
      4846       1.644728       0.000206
      4847       1.644728       0.000206
      4848       1.644728       0.000206
      4849       1.644728       0.000206
      4850       1.644728       0.000206
      4851       1.644728       0.000206
      4852       1.644728       0.000206
      4853       1.644728       0.000206
      4854       1.644728       0.000206
      4855       1.644728       0.000206
      4856       1.644728       0.000206
      4857       1.644728       0.000206
      4858       1.644728       0.000206
      4859       1.644728       0.000206
      4860       1.644728       0.000206
      4861       1.644728       0.000206
      4862       1.644728       0.000206
      4863       1.644728       0.000206
      4864       1.644728       0.000206
      4865       1.644729       0.000206
      4866       1.644729       0.000205
      4867       1.644729       0.000205
      4868       1.644729       0.000205
      4869       1.644729       0.000205
      4870       1.644729       0.000205
      4871       1.644729       0.000205
      4872       1.644729       0.000205
      4873       1.644729       0.000205
      4874       1.644729       0.000205
      4875       1.644729       0.000205
      4876       1.644729       0.000205
      4877       1.644729       0.000205
      4878       1.644729       0.000205
      4879       1.644729       0.000205
      4880       1.644729       0.000205
      4881       1.644729       0.000205
      4882       1.644729       0.000205
      4883       1.644729       0.000205
      4884       1.644729       0.000205
      4885       1.644729       0.000205
      4886       1.644729       0.000205
      4887       1.644729       0.000205
      4888       1.644730       0.000205
      4889       1.644730       0.000205
      4890       1.644730       0.000204
      4891       1.644730       0.000204
      4892       1.644730       0.000204
      4893       1.644730       0.000204
      4894       1.644730       0.000204
      4895       1.644730       0.000204
      4896       1.644730       0.000204
      4897       1.644730       0.000204
      4898       1.644730       0.000204
      4899       1.644730       0.000204
      4900       1.644730       0.000204
      4901       1.644730       0.000204
      4902       1.644730       0.000204
      4903       1.644730       0.000204
      4904       1.644730       0.000204
      4905       1.644730       0.000204
      4906       1.644730       0.000204
      4907       1.644730       0.000204
      4908       1.644730       0.000204
      4909       1.644730       0.000204
      4910       1.644730       0.000204
      4911       1.644730       0.000204
      4912       1.644731       0.000204
      4913       1.644731       0.000204
      4914       1.644731       0.000203
      4915       1.644731       0.000203
      4916       1.644731       0.000203
      4917       1.644731       0.000203
      4918       1.644731       0.000203
      4919       1.644731       0.000203
      4920       1.644731       0.000203
      4921       1.644731       0.000203
      4922       1.644731       0.000203
      4923       1.644731       0.000203
      4924       1.644731       0.000203
      4925       1.644731       0.000203
      4926       1.644731       0.000203
      4927       1.644731       0.000203
      4928       1.644731       0.000203
      4929       1.644731       0.000203
      4930       1.644731       0.000203
      4931       1.644731       0.000203
      4932       1.644731       0.000203
      4933       1.644731       0.000203
      4934       1.644731       0.000203
      4935       1.644731       0.000203
      4936       1.644731       0.000203
      4937       1.644732       0.000203
      4938       1.644732       0.000202
      4939       1.644732       0.000202
      4940       1.644732       0.000202
      4941       1.644732       0.000202
      4942       1.644732       0.000202
      4943       1.644732       0.000202
      4944       1.644732       0.000202
      4945       1.644732       0.000202
      4946       1.644732       0.000202
      4947       1.644732       0.000202
      4948       1.644732       0.000202
      4949       1.644732       0.000202
      4950       1.644732       0.000202
      4951       1.644732       0.000202
      4952       1.644732       0.000202
      4953       1.644732       0.000202
      4954       1.644732       0.000202
      4955       1.644732       0.000202
      4956       1.644732       0.000202
      4957       1.644732       0.000202
      4958       1.644732       0.000202
      4959       1.644732       0.000202
      4960       1.644732       0.000202
      4961       1.644733       0.000202
      4962       1.644733       0.000202
      4963       1.644733       0.000201
      4964       1.644733       0.000201
      4965       1.644733       0.000201
      4966       1.644733       0.000201
      4967       1.644733       0.000201
      4968       1.644733       0.000201
      4969       1.644733       0.000201
      4970       1.644733       0.000201
      4971       1.644733       0.000201
      4972       1.644733       0.000201
      4973       1.644733       0.000201
      4974       1.644733       0.000201
      4975       1.644733       0.000201
      4976       1.644733       0.000201
      4977       1.644733       0.000201
      4978       1.644733       0.000201
      4979       1.644733       0.000201
      4980       1.644733       0.000201
      4981       1.644733       0.000201
      4982       1.644733       0.000201
      4983       1.644733       0.000201
      4984       1.644733       0.000201
      4985       1.644733       0.000201
      4986       1.644734       0.000201
      4987       1.644734       0.000201
      4988       1.644734       0.000200
      4989       1.644734       0.000200
      4990       1.644734       0.000200
      4991       1.644734       0.000200
      4992       1.644734       0.000200
      4993       1.644734       0.000200
      4994       1.644734       0.000200
      4995       1.644734       0.000200
      4996       1.644734       0.000200
      4997       1.644734       0.000200
      4998       1.644734       0.000200
      4999       1.644734       0.000200
      5000       1.644734       0.000200
      5001       1.644734       0.000200
      5002       1.644734       0.000200
      5003       1.644734       0.000200
      5004       1.644734       0.000200
      5005       1.644734       0.000200
      5006       1.644734       0.000200
      5007       1.644734       0.000200
      5008       1.644734       0.000200
      5009       1.644734       0.000200
      5010       1.644734       0.000200
      5011       1.644735       0.000200
      5012       1.644735       0.000200
      5013       1.644735       0.000199
      5014       1.644735       0.000199
      5015       1.644735       0.000199
      5016       1.644735       0.000199
      5017       1.644735       0.000199
      5018       1.644735       0.000199
      5019       1.644735       0.000199
      5020       1.644735       0.000199
      5021       1.644735       0.000199
      5022       1.644735       0.000199
      5023       1.644735       0.000199
      5024       1.644735       0.000199
      5025       1.644735       0.000199
      5026       1.644735       0.000199
      5027       1.644735       0.000199
      5028       1.644735       0.000199
      5029       1.644735       0.000199
      5030       1.644735       0.000199
      5031       1.644735       0.000199
      5032       1.644735       0.000199
      5033       1.644735       0.000199
      5034       1.644735       0.000199
      5035       1.644735       0.000199
      5036       1.644736       0.000199
      5037       1.644736       0.000199
      5038       1.644736       0.000198
      5039       1.644736       0.000198
      5040       1.644736       0.000198
      5041       1.644736       0.000198
      5042       1.644736       0.000198
      5043       1.644736       0.000198
      5044       1.644736       0.000198
      5045       1.644736       0.000198
      5046       1.644736       0.000198
      5047       1.644736       0.000198
      5048       1.644736       0.000198
      5049       1.644736       0.000198
      5050       1.644736       0.000198
      5051       1.644736       0.000198
      5052       1.644736       0.000198
      5053       1.644736       0.000198
      5054       1.644736       0.000198
      5055       1.644736       0.000198
      5056       1.644736       0.000198
      5057       1.644736       0.000198
      5058       1.644736       0.000198
      5059       1.644736       0.000198
      5060       1.644736       0.000198
      5061       1.644736       0.000198
      5062       1.644737       0.000198
      5063       1.644737       0.000197
      5064       1.644737       0.000197
      5065       1.644737       0.000197
      5066       1.644737       0.000197
      5067       1.644737       0.000197
      5068       1.644737       0.000197
      5069       1.644737       0.000197
      5070       1.644737       0.000197
      5071       1.644737       0.000197
      5072       1.644737       0.000197
      5073       1.644737       0.000197
      5074       1.644737       0.000197
      5075       1.644737       0.000197
      5076       1.644737       0.000197
      5077       1.644737       0.000197
      5078       1.644737       0.000197
      5079       1.644737       0.000197
      5080       1.644737       0.000197
      5081       1.644737       0.000197
      5082       1.644737       0.000197
      5083       1.644737       0.000197
      5084       1.644737       0.000197
      5085       1.644737       0.000197
      5086       1.644737       0.000197
      5087       1.644738       0.000197
      5088       1.644738       0.000197
      5089       1.644738       0.000196
      5090       1.644738       0.000196
      5091       1.644738       0.000196
      5092       1.644738       0.000196
      5093       1.644738       0.000196
      5094       1.644738       0.000196
      5095       1.644738       0.000196
      5096       1.644738       0.000196
      5097       1.644738       0.000196
      5098       1.644738       0.000196
      5099       1.644738       0.000196
      5100       1.644738       0.000196
      5101       1.644738       0.000196
      5102       1.644738       0.000196
      5103       1.644738       0.000196
      5104       1.644738       0.000196
      5105       1.644738       0.000196
      5106       1.644738       0.000196
      5107       1.644738       0.000196
      5108       1.644738       0.000196
      5109       1.644738       0.000196
      5110       1.644738       0.000196
      5111       1.644738       0.000196
      5112       1.644738       0.000196
      5113       1.644739       0.000196
      5114       1.644739       0.000196
      5115       1.644739       0.000195
      5116       1.644739       0.000195
      5117       1.644739       0.000195
      5118       1.644739       0.000195
      5119       1.644739       0.000195
      5120       1.644739       0.000195
      5121       1.644739       0.000195
      5122       1.644739       0.000195
      5123       1.644739       0.000195
      5124       1.644739       0.000195
      5125       1.644739       0.000195
      5126       1.644739       0.000195
      5127       1.644739       0.000195
      5128       1.644739       0.000195
      5129       1.644739       0.000195
      5130       1.644739       0.000195
      5131       1.644739       0.000195
      5132       1.644739       0.000195
      5133       1.644739       0.000195
      5134       1.644739       0.000195
      5135       1.644739       0.000195
      5136       1.644739       0.000195
      5137       1.644739       0.000195
      5138       1.644739       0.000195
      5139       1.644739       0.000195
      5140       1.644740       0.000195
      5141       1.644740       0.000194
      5142       1.644740       0.000194
      5143       1.644740       0.000194
      5144       1.644740       0.000194
      5145       1.644740       0.000194
      5146       1.644740       0.000194
      5147       1.644740       0.000194
      5148       1.644740       0.000194
      5149       1.644740       0.000194
      5150       1.644740       0.000194
      5151       1.644740       0.000194
      5152       1.644740       0.000194
      5153       1.644740       0.000194
      5154       1.644740       0.000194
      5155       1.644740       0.000194
      5156       1.644740       0.000194
      5157       1.644740       0.000194
      5158       1.644740       0.000194
      5159       1.644740       0.000194
      5160       1.644740       0.000194
      5161       1.644740       0.000194
      5162       1.644740       0.000194
      5163       1.644740       0.000194
      5164       1.644740       0.000194
      5165       1.644740       0.000194
      5166       1.644741       0.000194
      5167       1.644741       0.000194
      5168       1.644741       0.000193
      5169       1.644741       0.000193
      5170       1.644741       0.000193
      5171       1.644741       0.000193
      5172       1.644741       0.000193
      5173       1.644741       0.000193
      5174       1.644741       0.000193
      5175       1.644741       0.000193
      5176       1.644741       0.000193
      5177       1.644741       0.000193
      5178       1.644741       0.000193
      5179       1.644741       0.000193
      5180       1.644741       0.000193
      5181       1.644741       0.000193
      5182       1.644741       0.000193
      5183       1.644741       0.000193
      5184       1.644741       0.000193
      5185       1.644741       0.000193
      5186       1.644741       0.000193
      5187       1.644741       0.000193
      5188       1.644741       0.000193
      5189       1.644741       0.000193
      5190       1.644741       0.000193
      5191       1.644741       0.000193
      5192       1.644741       0.000193
      5193       1.644742       0.000193
      5194       1.644742       0.000193
      5195       1.644742       0.000192
      5196       1.644742       0.000192
      5197       1.644742       0.000192
      5198       1.644742       0.000192
      5199       1.644742       0.000192
      5200       1.644742       0.000192
      5201       1.644742       0.000192
      5202       1.644742       0.000192
      5203       1.644742       0.000192
      5204       1.644742       0.000192
      5205       1.644742       0.000192
      5206       1.644742       0.000192
      5207       1.644742       0.000192
      5208       1.644742       0.000192
      5209       1.644742       0.000192
      5210       1.644742       0.000192
      5211       1.644742       0.000192
      5212       1.644742       0.000192
      5213       1.644742       0.000192
      5214       1.644742       0.000192
      5215       1.644742       0.000192
      5216       1.644742       0.000192
      5217       1.644742       0.000192
      5218       1.644742       0.000192
      5219       1.644742       0.000192
      5220       1.644743       0.000192
      5221       1.644743       0.000192
      5222       1.644743       0.000191
      5223       1.644743       0.000191
      5224       1.644743       0.000191
      5225       1.644743       0.000191
      5226       1.644743       0.000191
      5227       1.644743       0.000191
      5228       1.644743       0.000191
      5229       1.644743       0.000191
      5230       1.644743       0.000191
      5231       1.644743       0.000191
      5232       1.644743       0.000191
      5233       1.644743       0.000191
      5234       1.644743       0.000191
      5235       1.644743       0.000191
      5236       1.644743       0.000191
      5237       1.644743       0.000191
      5238       1.644743       0.000191
      5239       1.644743       0.000191
      5240       1.644743       0.000191
      5241       1.644743       0.000191
      5242       1.644743       0.000191
      5243       1.644743       0.000191
      5244       1.644743       0.000191
      5245       1.644743       0.000191
      5246       1.644743       0.000191
      5247       1.644743       0.000191
      5248       1.644744       0.000191
      5249       1.644744       0.000190
      5250       1.644744       0.000190
      5251       1.644744       0.000190
      5252       1.644744       0.000190
      5253       1.644744       0.000190
      5254       1.644744       0.000190
      5255       1.644744       0.000190
      5256       1.644744       0.000190
      5257       1.644744       0.000190
      5258       1.644744       0.000190
      5259       1.644744       0.000190
      5260       1.644744       0.000190
      5261       1.644744       0.000190
      5262       1.644744       0.000190
      5263       1.644744       0.000190
      5264       1.644744       0.000190
      5265       1.644744       0.000190
      5266       1.644744       0.000190
      5267       1.644744       0.000190
      5268       1.644744       0.000190
      5269       1.644744       0.000190
      5270       1.644744       0.000190
      5271       1.644744       0.000190
      5272       1.644744       0.000190
      5273       1.644744       0.000190
      5274       1.644744       0.000190
      5275       1.644745       0.000190
      5276       1.644745       0.000190
      5277       1.644745       0.000189
      5278       1.644745       0.000189
      5279       1.644745       0.000189
      5280       1.644745       0.000189
      5281       1.644745       0.000189
      5282       1.644745       0.000189
      5283       1.644745       0.000189
      5284       1.644745       0.000189
      5285       1.644745       0.000189
      5286       1.644745       0.000189
      5287       1.644745       0.000189
      5288       1.644745       0.000189
      5289       1.644745       0.000189
      5290       1.644745       0.000189
      5291       1.644745       0.000189
      5292       1.644745       0.000189
      5293       1.644745       0.000189
      5294       1.644745       0.000189
      5295       1.644745       0.000189
      5296       1.644745       0.000189
      5297       1.644745       0.000189
      5298       1.644745       0.000189
      5299       1.644745       0.000189
      5300       1.644745       0.000189
      5301       1.644745       0.000189
      5302       1.644745       0.000189
      5303       1.644746       0.000189
      5304       1.644746       0.000189
      5305       1.644746       0.000188
      5306       1.644746       0.000188
      5307       1.644746       0.000188
      5308       1.644746       0.000188
      5309       1.644746       0.000188
      5310       1.644746       0.000188
