                    +-------------------------------------+
                    |        Program final_project        |
                    | Author: Jose Antonio Quinonero Gris |
                    +-------------------------------------+

                                 +-----------+
+--------------------------------|   INPUT   |--------------------------------+
                                 +-----------+
Model: Logistic                                                                        
Method: ModEuler                                                                        
ME convergence threshold: 0.10E-04

Initial time, t_0 (arbitrary units):       0.00
Time of simulation (arbitrary units):     160.00
Time step (arbitrary units):       0.01
Number of points: 27587

Constants:
alpha =   0.400000
alphaprime =   0.004000
beta =   0.100000
kappa =   1.100000
kappaprime =   0.011000
lambda =   0.400000

                                 +------------+
+--------------------------------|   OUTPUT   |-------------------------------+
                                 +------------+
Results:
Number of iterations: 27587
Total time of simulation:          160.00

-------------------------------------------------------------------------------
                                 ModEuler                     Error vs RK4
                        -----------------------        -----------------------
           t            Prey           Predator        Prey           Predator
         48.882          2.210          0.814          0.000          0.000
         48.888          2.219          0.813          0.000          0.000
         48.894          2.229          0.813          0.000          0.000
         48.900          2.239          0.812          0.000          0.000
         48.906          2.249          0.811          0.000          0.000
         48.911          2.258          0.810          0.000          0.000
         48.917          2.268          0.809          0.000          0.000
         48.923          2.278          0.809          0.000          0.000
         48.929          2.288          0.808          0.000          0.000
         48.935          2.298          0.807          0.000          0.000
         48.940          2.308          0.806          0.000          0.000
         48.946          2.318          0.805          0.000          0.000
         48.952          2.328          0.805          0.000          0.000
         48.958          2.339          0.804          0.000          0.000
         48.964          2.349          0.803          0.000          0.000
         48.969          2.359          0.802          0.000          0.000
         48.975          2.369          0.802          0.000          0.000
         48.981          2.380          0.801          0.000          0.000
         48.987          2.390          0.800          0.000          0.000
         48.993          2.401          0.799          0.000          0.000
         48.998          2.411          0.799          0.000          0.000
         49.004          2.422          0.798          0.000          0.000
         49.010          2.432          0.797          0.000          0.000
         49.016          2.443          0.797          0.000          0.000
         49.022          2.454          0.796          0.000          0.000
         49.027          2.465          0.795          0.000          0.000
         49.033          2.475          0.795          0.000          0.000
         49.039          2.486          0.794          0.000          0.000
         49.045          2.497          0.793          0.000          0.000
         49.051          2.508          0.792          0.000          0.000
         49.056          2.519          0.792          0.000          0.000
         49.062          2.530          0.791          0.000          0.000
         49.068          2.541          0.790          0.000          0.000
         49.074          2.552          0.790          0.000          0.000
         49.080          2.564          0.789          0.000          0.000
         49.085          2.575          0.789          0.000          0.000
         49.091          2.586          0.788          0.000          0.000
         49.097          2.598          0.787          0.000          0.000
         49.103          2.609          0.787          0.000          0.000
         49.109          2.621          0.786          0.000          0.000
         49.114          2.632          0.785          0.000          0.000
         49.120          2.644          0.785          0.000          0.000
         49.126          2.655          0.784          0.000          0.000
         49.132          2.667          0.784          0.000          0.000
         49.138          2.679          0.783          0.000          0.000
         49.143          2.691          0.782          0.000          0.000
         49.149          2.702          0.782          0.000          0.000
         49.155          2.714          0.781          0.000          0.000
         49.161          2.726          0.781          0.000          0.000
         49.167          2.738          0.780          0.000          0.000
         49.172          2.750          0.780          0.000          0.000
         49.178          2.762          0.779          0.000          0.000
         49.184          2.775          0.779          0.000          0.000
         49.190          2.787          0.778          0.000          0.000
         49.196          2.799          0.777          0.000          0.000
         49.201          2.811          0.777          0.000          0.000
         49.207          2.824          0.776          0.000          0.000
         49.213          2.836          0.776          0.000          0.000
         49.219          2.849          0.775          0.000          0.000
         49.225          2.861          0.775          0.000          0.000
         49.230          2.874          0.774          0.000          0.000
         49.236          2.887          0.774          0.000          0.000
         49.242          2.899          0.773          0.000          0.000
         49.248          2.912          0.773          0.000          0.000
         49.254          2.925          0.772          0.000          0.000
         49.259          2.938          0.772          0.000          0.000
         49.265          2.951          0.772          0.000          0.000
         49.271          2.964          0.771          0.000          0.000
         49.277          2.977          0.771          0.000          0.000
         49.283          2.990          0.770          0.000          0.000
         49.288          3.003          0.770          0.000          0.000
         49.294          3.017          0.769          0.000          0.000
         49.300          3.030          0.769          0.000          0.000
         49.306          3.043          0.769          0.000          0.000
         49.312          3.057          0.768          0.000          0.000
         49.317          3.070          0.768          0.000          0.000
         49.323          3.084          0.767          0.000          0.000
         49.329          3.097          0.767          0.000          0.000
         49.335          3.111          0.767          0.000          0.000
         49.341          3.125          0.766          0.000          0.000
         49.346          3.138          0.766          0.000          0.000
         49.352          3.152          0.765          0.000          0.000
         49.358          3.166          0.765          0.000          0.000
         49.364          3.180          0.765          0.000          0.000
         49.370          3.194          0.764          0.000          0.000
         49.375          3.208          0.764          0.000          0.000
         49.381          3.222          0.764          0.000          0.000
         49.387          3.237          0.763          0.000          0.000
         49.393          3.251          0.763          0.000          0.000
         49.399          3.265          0.763          0.000          0.000
         49.404          3.280          0.762          0.000          0.000
         49.410          3.294          0.762          0.000          0.000
         49.416          3.309          0.762          0.000          0.000
         49.422          3.323          0.762          0.000          0.000
         49.428          3.338          0.761          0.000          0.000
         49.433          3.353          0.761          0.000          0.000
         49.439          3.367          0.761          0.000          0.000
         49.445          3.382          0.760          0.000          0.000
         49.451          3.397          0.760          0.000          0.000
         49.457          3.412          0.760          0.000          0.000
         49.462          3.427          0.760          0.000          0.000
         49.468          3.442          0.759          0.000          0.000
         49.474          3.458          0.759          0.000          0.000
         49.480          3.473          0.759          0.000          0.000
         49.486          3.488          0.759          0.000          0.000
         49.491          3.503          0.759          0.000          0.000
         49.497          3.519          0.758          0.000          0.000
         49.503          3.534          0.758          0.000          0.000
         49.509          3.550          0.758          0.000          0.000
         49.515          3.566          0.758          0.000          0.000
         49.520          3.581          0.758          0.000          0.000
         49.526          3.597          0.757          0.000          0.000
         49.532          3.613          0.757          0.000          0.000
         49.538          3.629          0.757          0.000          0.000
         49.544          3.645          0.757          0.000          0.000
         49.549          3.661          0.757          0.000          0.000
         49.555          3.677          0.757          0.000          0.000
         49.561          3.693          0.757          0.000          0.000
         49.567          3.709          0.757          0.000          0.000
         49.573          3.726          0.756          0.000          0.000
         49.578          3.742          0.756          0.000          0.000
         49.584          3.759          0.756          0.000          0.000
         49.590          3.775          0.756          0.000          0.000
         49.596          3.792          0.756          0.000          0.000
         49.602          3.808          0.756          0.000          0.000
         49.607          3.825          0.756          0.000          0.000
         49.613          3.842          0.756          0.000          0.000
         49.619          3.859          0.756          0.000          0.000
         49.625          3.876          0.756          0.000          0.000
         49.631          3.893          0.756          0.000          0.000
         49.636          3.910          0.756          0.000          0.000
         49.642          3.927          0.756          0.000          0.000
         49.648          3.944          0.756          0.000          0.000
         49.654          3.961          0.756          0.000          0.000
         49.660          3.979          0.756          0.000          0.000
         49.665          3.996          0.756          0.000          0.000
         49.671          4.014          0.756          0.000          0.000
         49.677          4.031          0.756          0.000          0.000
         49.683          4.049          0.756          0.000          0.000
         49.689          4.067          0.756          0.000          0.000
         49.694          4.084          0.756          0.000          0.000
         49.700          4.102          0.756          0.000          0.000
         49.706          4.120          0.756          0.000          0.000
         49.712          4.138          0.756          0.000          0.000
         49.718          4.156          0.756          0.000          0.000
         49.723          4.174          0.756          0.000          0.000
         49.729          4.193          0.756          0.000          0.000
         49.735          4.211          0.756          0.000          0.000
         49.741          4.229          0.756          0.000          0.000
         49.747          4.248          0.757          0.000          0.000
         49.752          4.266          0.757          0.000          0.000
         49.758          4.285          0.757          0.000          0.000
         49.764          4.304          0.757          0.000          0.000
         49.770          4.322          0.757          0.000          0.000
         49.776          4.341          0.757          0.000          0.000
         49.781          4.360          0.757          0.000          0.000
         49.787          4.379          0.758          0.000          0.000
         49.793          4.398          0.758          0.000          0.000
         49.799          4.417          0.758          0.000          0.000
         49.805          4.437          0.758          0.000          0.000
         49.810          4.456          0.758          0.000          0.000
         49.816          4.475          0.759          0.000          0.000
         49.822          4.495          0.759          0.000          0.000
         49.828          4.514          0.759          0.000          0.000
         49.834          4.534          0.759          0.000          0.000
         49.839          4.553          0.760          0.000          0.000
         49.845          4.573          0.760          0.000          0.000
         49.851          4.593          0.760          0.000          0.000
         49.857          4.613          0.760          0.000          0.000
         49.863          4.633          0.761          0.000          0.000
         49.868          4.653          0.761          0.000          0.000
         49.874          4.673          0.761          0.000          0.000
         49.880          4.693          0.762          0.000          0.000
         49.886          4.714          0.762          0.000          0.000
         49.892          4.734          0.762          0.000          0.000
         49.897          4.754          0.763          0.000          0.000
         49.903          4.775          0.763          0.000          0.000
         49.909          4.795          0.763          0.000          0.000
         49.915          4.816          0.764          0.000          0.000
         49.921          4.837          0.764          0.000          0.000
         49.926          4.858          0.764          0.000          0.000
         49.932          4.879          0.765          0.000          0.000
         49.938          4.900          0.765          0.000          0.000
         49.944          4.921          0.766          0.000          0.000
         49.950          4.942          0.766          0.000          0.000
         49.955          4.963          0.767          0.000          0.000
         49.961          4.984          0.767          0.000          0.000
         49.967          5.006          0.767          0.000          0.000
         49.973          5.027          0.768          0.000          0.000
         49.979          5.049          0.768          0.000          0.000
         49.984          5.070          0.769          0.000          0.000
         49.990          5.092          0.769          0.000          0.000
         49.996          5.114          0.770          0.000          0.000
         50.002          5.136          0.770          0.000          0.000
         50.008          5.158          0.771          0.000          0.000
         50.013          5.180          0.771          0.000          0.000
         50.019          5.202          0.772          0.000          0.000
         50.025          5.224          0.773          0.000          0.000
         50.031          5.246          0.773          0.000          0.000
         50.037          5.269          0.774          0.000          0.000
         50.042          5.291          0.774          0.000          0.000
         50.048          5.314          0.775          0.000          0.000
         50.054          5.336          0.775          0.000          0.000
         50.060          5.359          0.776          0.000          0.000
         50.066          5.382          0.777          0.000          0.000
         50.071          5.404          0.777          0.000          0.000
         50.077          5.427          0.778          0.000          0.000
         50.083          5.450          0.779          0.000          0.000
         50.089          5.473          0.779          0.000          0.000
         50.095          5.496          0.780          0.000          0.000
         50.100          5.520          0.781          0.000          0.000
         50.106          5.543          0.781          0.000          0.000
         50.112          5.566          0.782          0.000          0.000
         50.118          5.590          0.783          0.000          0.000
         50.124          5.613          0.784          0.000          0.000
         50.129          5.637          0.784          0.000          0.000
         50.135          5.661          0.785          0.000          0.000
         50.141          5.685          0.786          0.000          0.000
         50.147          5.708          0.787          0.000          0.000
         50.153          5.732          0.788          0.000          0.000
         50.158          5.756          0.788          0.000          0.000
         50.164          5.781          0.789          0.000          0.000
         50.170          5.805          0.790          0.000          0.000
         50.176          5.829          0.791          0.000          0.000
         50.182          5.853          0.792          0.000          0.000
         50.187          5.878          0.793          0.000          0.000
         50.193          5.902          0.793          0.000          0.000
         50.199          5.927          0.794          0.000          0.000
         50.205          5.952          0.795          0.000          0.000
         50.211          5.977          0.796          0.000          0.000
         50.216          6.001          0.797          0.000          0.000
         50.222          6.026          0.798          0.000          0.000
         50.228          6.051          0.799          0.000          0.000
         50.234          6.076          0.800          0.000          0.000
         50.240          6.102          0.801          0.000          0.000
         50.245          6.127          0.802          0.000          0.000
         50.251          6.152          0.803          0.000          0.000
         50.257          6.178          0.804          0.000          0.000
         50.263          6.203          0.805          0.000          0.000
         50.269          6.229          0.806          0.000          0.000
         50.274          6.254          0.807          0.000          0.000
         50.280          6.280          0.808          0.000          0.000
         50.286          6.306          0.809          0.000          0.000
         50.292          6.332          0.810          0.000          0.000
         50.298          6.358          0.812          0.000          0.000
         50.303          6.384          0.813          0.000          0.000
         50.309          6.410          0.814          0.000          0.000
         50.315          6.436          0.815          0.000          0.000
         50.321          6.462          0.816          0.000          0.000
         50.327          6.489          0.817          0.000          0.000
         50.332          6.515          0.819          0.000          0.000
         50.338          6.542          0.820          0.000          0.000
         50.344          6.568          0.821          0.000          0.000
         50.350          6.595          0.822          0.000          0.000
         50.356          6.622          0.824          0.000          0.000
         50.361          6.649          0.825          0.000          0.000
         50.367          6.676          0.826          0.000          0.000
         50.373          6.703          0.827          0.000          0.000
         50.379          6.730          0.829          0.000          0.000
         50.385          6.757          0.830          0.000          0.000
         50.390          6.784          0.831          0.000          0.000
         50.396          6.811          0.833          0.000          0.000
         50.402          6.839          0.834          0.000          0.000
         50.408          6.866          0.836          0.000          0.000
         50.414          6.894          0.837          0.000          0.000
         50.419          6.921          0.838          0.000          0.000
         50.425          6.949          0.840          0.000          0.000
         50.431          6.977          0.841          0.000          0.000
         50.437          7.004          0.843          0.000          0.000
         50.443          7.032          0.844          0.000          0.000
         50.448          7.060          0.846          0.000          0.000
         50.454          7.088          0.847          0.000          0.000
         50.460          7.117          0.849          0.000          0.000
         50.466          7.145          0.850          0.000          0.000
         50.472          7.173          0.852          0.000          0.000
         50.477          7.201          0.854          0.000          0.000
         50.483          7.230          0.855          0.000          0.000
         50.489          7.258          0.857          0.000          0.000
         50.495          7.287          0.858          0.000          0.000
         50.501          7.315          0.860          0.000          0.000
         50.506          7.344          0.862          0.000          0.000
         50.512          7.373          0.863          0.000          0.000
         50.518          7.402          0.865          0.000          0.000
         50.524          7.431          0.867          0.000          0.000
         50.530          7.460          0.869          0.000          0.000
         50.535          7.489          0.870          0.000          0.000
         50.541          7.518          0.872          0.000          0.000
         50.547          7.547          0.874          0.000          0.000
         50.553          7.576          0.876          0.000          0.000
         50.559          7.605          0.878          0.000          0.000
         50.564          7.635          0.880          0.000          0.000
         50.570          7.664          0.881          0.000          0.000
         50.576          7.694          0.883          0.000          0.000
         50.582          7.723          0.885          0.000          0.000
         50.588          7.753          0.887          0.000          0.000
         50.593          7.783          0.889          0.000          0.000
         50.599          7.812          0.891          0.000          0.000
         50.605          7.842          0.893          0.000          0.000
         50.611          7.872          0.895          0.000          0.000
         50.617          7.902          0.897          0.000          0.000
         50.622          7.932          0.899          0.000          0.000
         50.628          7.962          0.901          0.000          0.000
         50.634          7.992          0.903          0.000          0.000
         50.640          8.023          0.906          0.000          0.000
         50.646          8.053          0.908          0.000          0.000
         50.651          8.083          0.910          0.000          0.000
         50.657          8.114          0.912          0.000          0.000
         50.663          8.144          0.914          0.000          0.000
         50.669          8.174          0.917          0.000          0.000
         50.675          8.205          0.919          0.000          0.000
         50.680          8.236          0.921          0.000          0.000
         50.686          8.266          0.923          0.000          0.000
         50.692          8.297          0.926          0.000          0.000
         50.698          8.328          0.928          0.000          0.000
         50.704          8.358          0.930          0.000          0.000
         50.709          8.389          0.933          0.000          0.000
         50.715          8.420          0.935          0.000          0.000
         50.721          8.451          0.938          0.000          0.000
         50.727          8.482          0.940          0.000          0.000
         50.733          8.513          0.942          0.000          0.000
         50.738          8.544          0.945          0.000          0.000
         50.744          8.575          0.948          0.000          0.000
         50.750          8.607          0.950          0.000          0.000
         50.756          8.638          0.953          0.000          0.000
         50.762          8.669          0.955          0.000          0.000
         50.767          8.700          0.958          0.000          0.000
         50.773          8.732          0.960          0.000          0.000
         50.779          8.763          0.963          0.000          0.000
         50.785          8.795          0.966          0.000          0.000
         50.791          8.826          0.969          0.000          0.000
         50.796          8.858          0.971          0.000          0.000
         50.802          8.889          0.974          0.000          0.000
         50.808          8.921          0.977          0.000          0.000
         50.814          8.953          0.980          0.000          0.000
         50.820          8.984          0.983          0.000          0.000
         50.825          9.016          0.985          0.000          0.000
         50.831          9.048          0.988          0.000          0.000
         50.837          9.079          0.991          0.000          0.000
         50.843          9.111          0.994          0.000          0.000
         50.849          9.143          0.997          0.000          0.000
         50.854          9.175          1.000          0.000          0.000
         50.860          9.207          1.003          0.000          0.000
         50.866          9.239          1.006          0.000          0.000
         50.872          9.271          1.009          0.000          0.000
         50.878          9.303          1.013          0.000          0.000
         50.883          9.335          1.016          0.000          0.000
         50.889          9.367          1.019          0.000          0.000
         50.895          9.399          1.022          0.000          0.000
         50.901          9.431          1.025          0.000          0.000
         50.907          9.463          1.029          0.000          0.000
         50.912          9.495          1.032          0.000          0.000
         50.918          9.527          1.035          0.000          0.000
         50.924          9.559          1.039          0.000          0.000
         50.930          9.591          1.042          0.000          0.000
         50.936          9.623          1.045          0.000          0.000
         50.941          9.655          1.049          0.000          0.000
         50.947          9.688          1.052          0.000          0.000
         50.953          9.720          1.056          0.000          0.000
         50.959          9.752          1.059          0.000          0.000
         50.965          9.784          1.063          0.000          0.000
         50.970          9.816          1.067          0.000          0.000
         50.976          9.849          1.070          0.000          0.000
         50.982          9.881          1.074          0.000          0.000
         50.988          9.913          1.078          0.000          0.000
         50.994          9.945          1.081          0.000          0.000
         50.999          9.977          1.085          0.000          0.000
         51.005         10.010          1.089          0.000          0.000
         51.011         10.042          1.093          0.000          0.000
         51.017         10.074          1.097          0.000          0.000
         51.023         10.106          1.101          0.000          0.000
         51.028         10.138          1.104          0.000          0.000
         51.034         10.170          1.108          0.000          0.000
         51.040         10.202          1.112          0.000          0.000
         51.046         10.235          1.117          0.000          0.000
         51.052         10.267          1.121          0.000          0.000
         51.057         10.299          1.125          0.000          0.000
         51.063         10.331          1.129          0.000          0.000
         51.069         10.363          1.133          0.000          0.000
         51.075         10.395          1.137          0.000          0.000
         51.081         10.427          1.142          0.000          0.000
         51.086         10.459          1.146          0.000          0.000
         51.092         10.491          1.150          0.000          0.000
         51.098         10.523          1.155          0.000          0.000
         51.104         10.554          1.159          0.000          0.000
         51.110         10.586          1.163          0.000          0.000
         51.115         10.618          1.168          0.000          0.000
         51.121         10.650          1.172          0.000          0.000
         51.127         10.682          1.177          0.000          0.000
         51.133         10.713          1.182          0.000          0.000
         51.139         10.745          1.186          0.000          0.000
         51.144         10.776          1.191          0.000          0.000
         51.150         10.808          1.196          0.000          0.000
         51.156         10.840          1.201          0.000          0.000
         51.162         10.871          1.205          0.000          0.000
         51.168         10.902          1.210          0.000          0.000
         51.173         10.934          1.215          0.000          0.000
         51.179         10.965          1.220          0.000          0.000
         51.185         10.996          1.225          0.000          0.000
         51.191         11.027          1.230          0.000          0.000
         51.197         11.058          1.235          0.000          0.000
         51.202         11.089          1.240          0.000          0.000
         51.208         11.120          1.245          0.000          0.000
         51.214         11.151          1.251          0.000          0.000
         51.220         11.182          1.256          0.000          0.000
         51.226         11.213          1.261          0.000          0.000
         51.231         11.244          1.266          0.000          0.000
         51.237         11.274          1.272          0.000          0.000
         51.243         11.305          1.277          0.000          0.000
         51.249         11.335          1.283          0.000          0.000
         51.255         11.365          1.288          0.000          0.000
         51.260         11.396          1.294          0.000          0.000
         51.266         11.426          1.299          0.000          0.000
         51.272         11.456          1.305          0.000          0.000
         51.278         11.486          1.311          0.000          0.000
         51.284         11.516          1.317          0.000          0.000
         51.289         11.546          1.322          0.000          0.000
         51.295         11.575          1.328          0.000          0.000
         51.301         11.605          1.334          0.000          0.000
         51.307         11.634          1.340          0.000          0.000
         51.313         11.664          1.346          0.000          0.000
         51.318         11.693          1.352          0.000          0.000
         51.324         11.722          1.358          0.000          0.000
         51.330         11.751          1.364          0.000          0.000
         51.336         11.780          1.371          0.000          0.000
         51.342         11.809          1.377          0.000          0.000
         51.347         11.837          1.383          0.000          0.000
         51.353         11.866          1.390          0.000          0.000
         51.359         11.894          1.396          0.000          0.000
         51.365         11.923          1.402          0.000          0.000
         51.371         11.951          1.409          0.000          0.000
         51.376         11.979          1.415          0.000          0.000
         51.382         12.007          1.422          0.000          0.000
         51.388         12.034          1.429          0.000          0.000
         51.394         12.062          1.436          0.000          0.000
         51.400         12.089          1.442          0.000          0.000
         51.405         12.117          1.449          0.000          0.000
         51.411         12.144          1.456          0.000          0.000
         51.417         12.171          1.463          0.000          0.000
         51.423         12.198          1.470          0.000          0.000
         51.429         12.224          1.477          0.000          0.000
         51.434         12.251          1.484          0.000          0.000
         51.440         12.277          1.491          0.000          0.000
         51.446         12.303          1.499          0.000          0.000
         51.452         12.329          1.506          0.000          0.000
         51.458         12.355          1.513          0.000          0.000
         51.463         12.381          1.521          0.000          0.000
         51.469         12.406          1.528          0.000          0.000
         51.475         12.431          1.536          0.000          0.000
         51.481         12.456          1.543          0.000          0.000
         51.487         12.481          1.551          0.000          0.000
         51.492         12.506          1.559          0.000          0.000
         51.498         12.530          1.566          0.000          0.000
         51.504         12.555          1.574          0.000          0.000
         51.510         12.579          1.582          0.000          0.000
         51.516         12.603          1.590          0.000          0.000
         51.521         12.626          1.598          0.000          0.000
         51.527         12.650          1.606          0.000          0.000
         51.533         12.673          1.614          0.000          0.000
         51.539         12.696          1.623          0.000          0.000
         51.545         12.719          1.631          0.000          0.000
         51.550         12.741          1.639          0.000          0.000
         51.556         12.764          1.648          0.000          0.000
         51.562         12.786          1.656          0.000          0.000
         51.568         12.808          1.665          0.000          0.000
         51.574         12.830          1.673          0.000          0.000
         51.579         12.851          1.682          0.000          0.000
         51.585         12.872          1.691          0.000          0.000
         51.591         12.893          1.699          0.000          0.000
         51.597         12.914          1.708          0.000          0.000
         51.603         12.934          1.717          0.000          0.000
         51.608         12.954          1.726          0.000          0.000
         51.614         12.974          1.735          0.000          0.000
         51.620         12.994          1.744          0.000          0.000
         51.626         13.013          1.754          0.000          0.000
         51.632         13.033          1.763          0.000          0.000
         51.637         13.051          1.772          0.000          0.000
         51.643         13.070          1.782          0.000          0.000
         51.649         13.088          1.791          0.000          0.000
         51.655         13.106          1.801          0.000          0.000
         51.661         13.124          1.810          0.000          0.000
         51.666         13.142          1.820          0.000          0.000
         51.672         13.159          1.830          0.000          0.000
         51.678         13.176          1.840          0.000          0.000
         51.684         13.192          1.850          0.000          0.000
         51.690         13.209          1.859          0.000          0.000
         51.695         13.225          1.870          0.000          0.000
         51.701         13.240          1.880          0.000          0.000
         51.707         13.256          1.890          0.000          0.000
         51.713         13.271          1.900          0.000          0.000
         51.719         13.286          1.910          0.000          0.000
         51.724         13.300          1.921          0.000          0.000
         51.730         13.314          1.931          0.000          0.000
         51.736         13.328          1.942          0.000          0.000
         51.742         13.342          1.953          0.000          0.000
         51.748         13.355          1.963          0.000          0.000
         51.753         13.368          1.974          0.000          0.000
         51.759         13.380          1.985          0.000          0.000
         51.765         13.392          1.996          0.000          0.000
         51.771         13.404          2.007          0.000          0.000
         51.777         13.415          2.018          0.000          0.000
         51.782         13.427          2.029          0.000          0.000
         51.788         13.437          2.040          0.000          0.000
         51.794         13.448          2.052          0.000          0.000
         51.800         13.458          2.063          0.000          0.000
         51.806         13.468          2.074          0.000          0.000
         51.811         13.477          2.086          0.000          0.000
         51.817         13.486          2.098          0.000          0.000
         51.823         13.495          2.109          0.000          0.000
         51.829         13.503          2.121          0.000          0.000
         51.835         13.511          2.133          0.000          0.000
         51.840         13.518          2.145          0.000          0.000
         51.846         13.525          2.157          0.000          0.000
         51.852         13.532          2.169          0.000          0.000
         51.858         13.539          2.181          0.000          0.000
         51.864         13.545          2.193          0.000          0.000
         51.869         13.550          2.205          0.000          0.000
         51.875         13.555          2.218          0.000          0.000
         51.881         13.560          2.230          0.000          0.000
         51.887         13.565          2.243          0.000          0.000
         51.893         13.569          2.255          0.000          0.000
         51.898         13.572          2.268          0.000          0.000
         51.904         13.575          2.281          0.000          0.000
         51.910         13.578          2.294          0.000          0.000
         51.916         13.581          2.306          0.000          0.000
         51.922         13.583          2.319          0.000          0.000
         51.927         13.584          2.332          0.000          0.000
         51.933         13.585          2.346          0.000          0.000
         51.939         13.586          2.359          0.000          0.000
         51.945         13.587          2.372          0.000          0.000
         51.951         13.586          2.385          0.000          0.000
         51.956         13.586          2.399          0.000          0.000
         51.962         13.585          2.412          0.000          0.000
         51.968         13.584          2.426          0.000          0.000
         51.974         13.582          2.440          0.000          0.000
         51.980         13.580          2.453          0.000          0.000
         51.985         13.577          2.467          0.000          0.000
         51.991         13.574          2.481          0.000          0.000
         51.997         13.570          2.495          0.000          0.000
         52.003         13.567          2.509          0.000          0.000
         52.009         13.562          2.523          0.000          0.000
         52.014         13.557          2.537          0.000          0.000
         52.020         13.552          2.552          0.000          0.000
         52.026         13.546          2.566          0.000          0.000
         52.032         13.540          2.580          0.000          0.000
         52.038         13.534          2.595          0.000          0.000
         52.043         13.527          2.609          0.000          0.000
         52.049         13.519          2.624          0.000          0.000
         52.055         13.511          2.639          0.000          0.000
         52.061         13.503          2.653          0.000          0.000
         52.067         13.494          2.668          0.000          0.000
         52.072         13.485          2.683          0.000          0.000
         52.078         13.475          2.698          0.000          0.000
         52.084         13.465          2.713          0.000          0.000
         52.090         13.454          2.728          0.000          0.000
         52.096         13.443          2.743          0.000          0.000
         52.101         13.432          2.759          0.000          0.000
         52.107         13.420          2.774          0.000          0.000
         52.113         13.407          2.789          0.000          0.000
         52.119         13.394          2.805          0.000          0.000
         52.125         13.381          2.820          0.000          0.000
         52.130         13.367          2.836          0.000          0.000
         52.136         13.353          2.851          0.000          0.000
         52.142         13.338          2.867          0.000          0.000
         52.148         13.323          2.883          0.000          0.000
         52.154         13.307          2.899          0.000          0.000
         52.159         13.291          2.914          0.000          0.000
         52.165         13.274          2.930          0.000          0.000
         52.171         13.257          2.946          0.000          0.000
         52.177         13.240          2.962          0.000          0.000
         52.183         13.222          2.979          0.000          0.000
         52.188         13.204          2.995          0.000          0.000
         52.194         13.185          3.011          0.000          0.000
         52.200         13.165          3.027          0.000          0.000
         52.206         13.146          3.044          0.000          0.000
         52.212         13.125          3.060          0.000          0.000
         52.217         13.105          3.076          0.000          0.000
         52.223         13.084          3.093          0.000          0.000
         52.229         13.062          3.109          0.000          0.000
         52.235         13.040          3.126          0.000          0.000
         52.241         13.018          3.143          0.000          0.000
         52.246         12.995          3.159          0.000          0.000
         52.252         12.971          3.176          0.000          0.000
         52.258         12.948          3.193          0.000          0.000
         52.264         12.923          3.210          0.000          0.000
         52.270         12.899          3.227          0.000          0.000
         52.275         12.874          3.243          0.000          0.000
         52.281         12.848          3.260          0.000          0.000
         52.287         12.822          3.277          0.000          0.000
         52.293         12.796          3.294          0.000          0.000
         52.299         12.769          3.312          0.000          0.000
         52.304         12.742          3.329          0.000          0.000
         52.310         12.714          3.346          0.000          0.000
         52.316         12.686          3.363          0.000          0.000
